"envelope_ID","date","site_name","species","project_2025","project","age_class","burn_year_original","calluna_NiN_type","plant_nr","leaf_nr","leaf_age","sample","collection_time","paired_with","calluna_shoot_type","bulk_nr_leaves","wet_mass","leaf_thickness_1","leaf_thickness_2","leaf_thickness_3","stem_diameter_base","stem_diameter_mid","stem_diameter_tip","scanned","dry_mass","remark","calluna_NIN_type","unique_plantID","latitude_N","longitude_E","source_file","bulk_nr_leaf_area","leaf_area_sum","colltime","height_cm","bulk_nr_wet_mass","bulk_nr_thickness","bulk_nr_dry_mass","leaf_area","SLA","LDMC"
"ACL3808",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","2",1,"young","Bulk",11:10:00,"Hyd Trait",NA,5,0.00154,0.258,0.379,0.212,16.1,NA,NA,"yes",0.00068,NA,"TH","Building_TH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.25,11:10:00,24,5,5,5,0.05,73.5294117647059,0.441558441558442
"ACM1786",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","2",2,"young","Bulk",11:10:00,"Hyd Trait",NA,5,0.00154,0.282,0.329,0.321,16.1,NA,NA,"yes",0.00062,NA,"TH","Building_TH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.22,11:10:00,24,5,5,5,0.044,70.9677419354839,0.402597402597403
"ACN3446",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","2",3,"young","Bulk",11:10:00,"Hyd Trait",NA,5,0.00205,0.306,0.33,0.293,16.1,NA,NA,"yes",0.00082,NA,"TH","Building_TH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.3,11:10:00,24,5,5,5,0.06,73.1707317073171,0.4
"ACO2643",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","2",4,"young","Bulk",11:10:00,"Hyd Trait",NA,5,0.00179,0.214,0.111,0.201,16.1,NA,NA,"yes",0.00067,NA,"TH","Building_TH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.22,11:10:00,24,5,5,5,0.044,65.6716417910448,0.374301675977654
"ACP5827",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","2",5,"young","Bulk",11:10:00,"Hyd Trait",NA,5,0.00175,0.201,0.214,0.259,16.1,NA,NA,"yes",0.00064,NA,"TH","Building_TH_2",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.21,11:10:00,24,5,5,5,0.042,65.625,0.365714285714286
"ACQ4604",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","3",1,"young","Bulk",11:20:00,"Hyd Trait",NA,5,0.00178,0.266,0.301,0.323,6.45,NA,NA,"yes",0.00069,NA,"TH","Building_TH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.24,11:20:00,22,5,5,5,0.048,69.5652173913044,0.387640449438202
"ACR3253",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","3",2,"young","Bulk",11:20:00,"Hyd Trait",NA,5,0.00184,0.325,0.245,0.216,6.45,NA,NA,"yes",0.00071,NA,"TH","Building_TH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.27,11:20:00,22,5,5,5,0.054,76.056338028169,0.385869565217391
"ACS1800",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","3",3,"young","Bulk",11:20:00,"Hyd Trait",NA,5,0.00189,0.326,0.27,0.259,6.45,NA,NA,"yes",0.00076,"* symbol behind wet mass","TH","Building_TH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.28,11:20:00,22,5,5,5,0.056,73.6842105263158,0.402116402116402
"ACU0708",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","3",4,"young","Bulk",11:20:00,"Hyd Trait",NA,5,0.00221,0.341,0.262,0.371,6.45,NA,NA,"yes",0.00083,NA,"TH","Building_TH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.32,11:20:00,22,5,5,5,0.064,77.1084337349398,0.375565610859729
"ACT7431",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","3",5,"young","Bulk",11:20:00,"Hyd Trait",NA,5,0.00231,0.306,0.374,0.374,6.45,NA,NA,"yes",0.00083,NA,"TH","Building_TH_3",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.28,11:20:00,22,5,5,5,0.056,67.4698795180723,0.359307359307359
"AEL2099",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","4",1,"young","Bulk",11:25:00,"Hyd Trait",NA,5,0.00297,0.402,0.373,0.378,NA,NA,NA,"yes",0.00123,"* symbol behind wet mass","TH","Building_TH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.27,11:25:00,31,5,5,5,0.054,43.9024390243902,0.414141414141414
"AEH2381",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","4",2,"young","Bulk",11:25:00,"Hyd Trait",NA,5,0.00287,0.329,0.356,0.474,NA,NA,NA,"yes",0.00118,NA,"TH","Building_TH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.32,11:25:00,31,5,5,5,0.064,54.2372881355932,0.411149825783972
"AEG4970",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","4",3,"young","Bulk",11:25:00,"Hyd Trait",NA,5,0.00276,0.372,0.402,0.348,NA,NA,NA,"yes",0.0012,"* symbol behind wet mass","TH","Building_TH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.34,11:25:00,31,5,5,5,0.068,56.6666666666667,0.434782608695652
"AEF6243",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","4",4,"young","Bulk",11:25:00,"Hyd Trait",NA,5,0.00348,0.361,0.452,0.396,NA,NA,NA,"yes",0.0014,"* symbol behind wet mass","TH","Building_TH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.35,11:25:00,31,5,5,5,0.07,50,0.402298850574713
"AEE1185",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","4",5,"young","Bulk",11:25:00,"Hyd Trait",NA,5,0.00274,0.48,0.363,0.379,NA,NA,NA,"yes",0.00118,NA,"TH","Building_TH_4",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.32,11:25:00,31,5,5,5,0.064,54.2372881355932,0.430656934306569
"AEI2839",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","5",1,"young","Bulk",13:33:00,"Hyd Trait",NA,5,0.00275,0.236,0.296,0.321,NA,NA,NA,"yes",0.00076,NA,"TH","Building_TH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.28,13:33:00,16,5,5,5,0.056,73.6842105263158,0.276363636363636
"AEJ4099",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","5",2,"young","Bulk",13:33:00,"Hyd Trait",NA,5,0.00185,0.272,0.331,0.305,NA,NA,NA,"yes",5e-04,"small leaves","TH","Building_TH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.25,13:33:00,16,5,5,5,0.05,100,0.27027027027027
"AEK3542",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","5",3,"young","Bulk",13:33:00,"Hyd Trait",NA,5,0.00133,0.208,0.237,0.26,NA,NA,NA,"yes",0.00049,"small leaves","TH","Building_TH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.21,13:33:00,16,5,5,5,0.042,85.7142857142857,0.368421052631579
"AEM4267",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","5",4,"young","Bulk",13:33:00,"Hyd Trait",NA,5,0.0014,0.25,0.268,0.284,NA,NA,NA,"yes",0.00052,NA,"TH","Building_TH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.24,13:33:00,16,5,5,5,0.048,92.3076923076923,0.371428571428571
"AEN2497",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","5",5,"young","Bulk",13:33:00,"Hyd Trait",NA,5,0.00122,0.214,0.302,0.178,NA,NA,NA,"yes",5e-04,"small leaves","TH","Building_TH_5",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R2.csv",5,0.22,13:33:00,16,5,5,5,0.044,88,0.409836065573771
"AGN9253",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","6",1,"young","Bulk",13:37:00,"Hyd Trait",NA,5,0.00309,0.383,0.386,0.407,NA,NA,NA,"yes",0.00135,NA,"TH","Building_TH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.35,13:37:00,33,5,5,5,0.07,51.8518518518519,0.436893203883495
"AGR3236",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","6",2,"young","Bulk",13:37:00,"Hyd Trait",NA,5,0.00278,0.24,0.78,0.197,NA,NA,NA,"yes",0.00108,NA,"TH","Building_TH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.31,13:37:00,33,5,5,5,0.062,57.4074074074074,0.388489208633094
"AGO8534",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","6",3,"young","Bulk",13:37:00,"Hyd Trait",NA,5,0.0026,0.301,0.237,0.27,NA,NA,NA,"yes",0.00116,NA,"TH","Building_TH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.34,13:37:00,33,5,5,5,0.068,58.6206896551724,0.446153846153846
"AGP9561",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","6",4,"young","Bulk",13:37:00,"Hyd Trait",NA,5,0.00311,0.266,0.32,0.271,NA,NA,NA,"yes",0.0013,NA,"TH","Building_TH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.31,13:37:00,33,5,5,5,0.062,47.6923076923077,0.418006430868167
"AGQ5732",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","6",5,"young","Bulk",13:37:00,"Hyd Trait",NA,5,0.00332,0.334,0.226,0.33,NA,NA,NA,"yes",0.00133,NA,"TH","Building_TH_6",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1.csv",5,0.33,13:37:00,33,5,5,5,0.066,49.6240601503759,0.400602409638554
"AFX4885",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","7",1,"young","Bulk",13:43:00,"Hyd Trait",NA,5,0.00323,0.452,0.444,0.362,NA,NA,NA,"yes",0.00139,NA,"TH","Building_TH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.38,13:43:00,25,5,5,5,0.076,54.6762589928058,0.430340557275542
"AFY6280",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","7",2,"young","Bulk",13:43:00,"Hyd Trait",NA,5,0.00345,0.332,0.412,0.307,NA,NA,NA,"yes",0.00119,NA,"TH","Building_TH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.41,13:43:00,25,5,5,5,0.082,68.9075630252101,0.344927536231884
"AFZ7040",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","7",3,"young","Bulk",13:43:00,"Hyd Trait",NA,5,0.00332,0.391,0.339,0.351,NA,NA,NA,"yes",0.00142,NA,"TH","Building_TH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.45,13:43:00,25,5,5,5,0.09,63.3802816901408,0.427710843373494
"AGA3981",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","7",4,"young","Bulk",13:43:00,"Hyd Trait",NA,5,0.0036,0.42,0.322,0.422,NA,NA,NA,"yes",0.00161,NA,"TH","Building_TH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.48,13:43:00,25,5,5,5,0.096,59.6273291925466,0.447222222222222
"AGB0211",2025-12-15,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Building","2010","TH","7",5,"young","Bulk",13:43:00,"Hyd Trait",NA,5,0.00274,0.356,0.239,0.303,NA,NA,NA,"yes",0.00123,NA,"TH","Building_TH_7",60.700705,5.093018,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.36,13:43:00,25,5,5,5,0.072,58.5365853658537,0.448905109489051
"AJU8268",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","1",1,"young","Bulk",10:25:00,"Hyd Trait",NA,5,0.00441,0.445,0.456,0.328,5.88,NA,NA,"yes",0.00172,NA,"BH","Pioneer_BH_1",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.6,10:25:00,29,5,5,5,0.12,69.7674418604651,0.390022675736961
"AJT3318",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","1",2,"young","Bulk",10:25:00,"Hyd Trait",NA,5,0.00479,0.449,0.356,0.473,5.88,NA,NA,"yes",0.00186,NA,"BH","Pioneer_BH_1",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.49,10:25:00,29,5,5,5,0.098,52.6881720430108,0.388308977035491
"AJS1455",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","1",3,"young","Bulk",10:25:00,"Hyd Trait",NA,5,0.00437,0.517,0.385,0.31,5.88,NA,NA,"yes",0.00166,NA,"BH","Pioneer_BH_1",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.54,10:25:00,29,5,5,5,0.108,65.0602409638554,0.379862700228833
"AJR6454",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","1",4,"young","Bulk",10:25:00,"Hyd Trait",NA,5,0.0062,0.36,0.521,0.45,5.88,NA,NA,"yes",0.00164,NA,"BH","Pioneer_BH_1",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.51,10:25:00,29,5,5,5,0.102,62.1951219512195,0.264516129032258
"AJQ8352",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","1",5,"young","Bulk",10:25:00,"Hyd Trait",NA,5,0.00436,0.371,0.32,0.343,5.88,NA,NA,"yes",0.00153,NA,"BH","Pioneer_BH_1",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.5,10:25:00,29,5,5,5,0.1,65.359477124183,0.350917431192661
"AJJ5292",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","2",1,"young","Bulk",10:31:00,"Hyd Trait",NA,5,0.00478,0.482,0.442,0.375,6.11,NA,NA,"yes",0.00152,NA,"BH","Pioneer_BH_2",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.45,10:31:00,18,5,5,5,0.09,59.2105263157895,0.317991631799163
"AJI3360",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","2",2,"young","Bulk",10:31:00,"Hyd Trait",NA,5,0.00456,0.405,0.376,0.339,6.11,NA,NA,"yes",0.00163,NA,"BH","Pioneer_BH_2",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.56,10:31:00,18,5,5,5,0.112,68.7116564417178,0.357456140350877
"AJG4523",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","2",3,"young","Bulk",10:31:00,"Hyd Trait",NA,5,0.00593,0.361,0.397,0.5,6.11,NA,NA,"yes",0.0021,NA,"BH","Pioneer_BH_2",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.66,10:31:00,18,5,5,5,0.132,62.8571428571429,0.354131534569983
"AJH5149",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","2",4,"young","Bulk",10:31:00,"Hyd Trait",NA,5,0.00481,0.397,0.279,0.349,6.11,NA,NA,"yes",0.00159,"leaves are fragile","BH","Pioneer_BH_2",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.52,10:31:00,18,5,5,5,0.104,65.4088050314465,0.330561330561331
"AGH4383",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","2",5,"young","Bulk",10:31:00,"Hyd Trait",NA,5,0.00452,0.444,0.274,0.373,6.11,NA,NA,"yes",0.00169,NA,"BH","Pioneer_BH_2",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.54,10:31:00,18,5,5,5,0.108,63.905325443787,0.373893805309735
"AFM3970",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","3",1,"young","Bulk",10:35:00,"Hyd Trait",NA,5,0.00542,0.429,0.561,0.391,6.22,NA,NA,"yes",0.00209,NA,"BH","Pioneer_BH_3",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.58,10:35:00,31,5,5,5,0.116,55.5023923444976,0.385608856088561
"AFL6002",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","3",2,"young","Bulk",10:35:00,"Hyd Trait",NA,5,0.00436,0.337,0.335,0.196,6.22,NA,NA,"yes",0.0016,NA,"BH","Pioneer_BH_3",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.51,10:35:00,31,5,5,5,0.102,63.75,0.36697247706422
"AFJ2564",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","3",3,"young","Bulk",10:35:00,"Hyd Trait",NA,5,0.0065,0.482,0.493,0.398,6.22,NA,NA,"yes",0.00266,NA,"BH","Pioneer_BH_3",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.72,10:35:00,31,5,5,5,0.144,54.1353383458647,0.409230769230769
"AFK8081",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","3",4,"young","Bulk",10:35:00,"Hyd Trait",NA,5,0.00536,0.383,0.487,0.456,6.22,NA,NA,"yes",0.002,NA,"BH","Pioneer_BH_3",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.58,10:35:00,31,5,5,5,0.116,58,0.373134328358209
"AFI5940",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","3",5,"young","Bulk",10:35:00,"Hyd Trait",NA,5,0.00667,0.591,0.454,0.551,6.22,NA,NA,"yes",0.00242,NA,"BH","Pioneer_BH_3",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.67,10:35:00,31,5,5,5,0.134,55.3719008264463,0.362818590704648
"AFC3199",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","4",1,"young","Bulk",10:41:00,"Hyd Trait",NA,5,0.00415,0.373,0.485,0.394,NA,NA,NA,"yes",0.00171,NA,"BH","Pioneer_BH_4",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.57,10:41:00,25,5,5,5,0.114,66.6666666666667,0.412048192771084
"AFB1674",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","4",2,"young","Bulk",10:41:00,"Hyd Trait",NA,5,0.00335,0.299,0.408,0.333,NA,NA,NA,"yes",0.00125,NA,"BH","Pioneer_BH_4",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.44,10:41:00,25,5,5,5,0.088,70.4,0.373134328358209
"AFA0125",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","4",3,"young","Bulk",10:41:00,"Hyd Trait",NA,5,0.00403,0.416,0.359,0.377,NA,NA,NA,"yes",0.00162,NA,"BH","Pioneer_BH_4",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,10:41:00,25,5,5,5,0.092,56.7901234567901,0.401985111662531
"AEZ2601",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","4",4,"young","Bulk",10:41:00,"Hyd Trait",NA,5,0.00354,0.424,0.379,0.445,NA,NA,NA,"yes",0.00121,NA,"BH","Pioneer_BH_4",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.36,10:41:00,25,5,5,5,0.072,59.504132231405,0.34180790960452
"AEY2191",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","4",5,"young","Bulk",10:41:00,"Hyd Trait",NA,5,0.00352,0.3,0.291,0.43,NA,NA,NA,"yes",0.00136,NA,"BH","Pioneer_BH_4",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.41,10:41:00,25,5,5,5,0.082,60.2941176470588,0.386363636363636
"AFR5861",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","5",1,"young","Bulk",10:46:00,"Hyd Trait",NA,5,0.0035,0.308,0.323,0.378,NA,NA,NA,"yes",0.00122,NA,"BH","Pioneer_BH_5",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,10:46:00,30,5,5,5,0.092,75.4098360655738,0.348571428571429
"AFQ0179",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","5",2,"young","Bulk",10:46:00,"Hyd Trait",NA,5,0.00336,0.291,0.283,0.32,NA,NA,NA,"yes",0.00124,NA,"BH","Pioneer_BH_5",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.44,10:46:00,30,5,5,5,0.088,70.9677419354839,0.369047619047619
"AFP1848",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","5",3,"young","Bulk",10:46:00,"Hyd Trait",NA,5,0.0038,0.408,0.261,0.331,NA,NA,NA,"yes",0.0015,NA,"BH","Pioneer_BH_5",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.52,10:46:00,30,5,5,5,0.104,69.3333333333333,0.394736842105263
"AFO3585",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","5",4,"young","Bulk",10:46:00,"Hyd Trait",NA,5,0.00372,0.418,0.349,0.401,NA,NA,NA,"yes",0.00115,NA,"BH","Pioneer_BH_5",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.37,10:46:00,30,5,5,5,0.074,64.3478260869565,0.309139784946237
"AFN6741",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","5",5,"young","Bulk",10:46:00,"Hyd Trait",NA,5,0.00421,0.404,0.451,0.356,NA,NA,NA,"yes",0.00147,NA,"BH","Pioneer_BH_5",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,10:46:00,30,5,5,5,0.092,62.5850340136054,0.34916864608076
"AIG6204",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","6",1,"young","Bulk",10:52:00,"Hyd Trait",NA,5,0.00391,0.321,0.392,0.326,NA,NA,NA,"yes",0.00117,NA,"BH","Pioneer_BH_6",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.39,10:52:00,22,5,5,5,0.078,66.6666666666667,0.29923273657289
"AIF4616",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","6",2,"young","Bulk",10:52:00,"Hyd Trait",NA,5,0.00409,0.281,0.324,0.303,NA,NA,NA,"yes",0.00122,NA,"BH","Pioneer_BH_6",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.47,10:52:00,22,5,5,5,0.094,77.0491803278689,0.298288508557457
"AIE1799",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","6",3,"young","Bulk",10:52:00,"Hyd Trait",NA,5,0.00443,0.492,0.526,0.501,NA,NA,NA,"yes",0.00147,NA,"BH","Pioneer_BH_6",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,10:52:00,22,5,5,5,0.092,62.5850340136054,0.331828442437923
"AID6090",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","6",4,"young","Bulk",10:52:00,"Hyd Trait",NA,5,0.00409,0.339,0.467,0.434,NA,NA,NA,"yes",0.00115,NA,"BH","Pioneer_BH_6",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.38,10:52:00,22,5,5,5,0.076,66.0869565217391,0.281173594132029
"AIC8155",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","6",5,"young","Bulk",10:52:00,"Hyd Trait",NA,5,0.00461,0.395,0.43,0.486,NA,NA,NA,"yes",0.00115,NA,"BH","Pioneer_BH_6",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.44,10:52:00,22,5,5,5,0.088,76.5217391304348,0.249457700650759
